rol,tribunal,tipo,año,filename,size_kb
"R-414-2023","2TA","definitiva","2023","2024.08.27_Sentencia_R-414-2023.pdf","1792.0"
"R-417-2023","2TA","definitiva","2023","2024.08.22_Sentencia_R-417-2023.pdf","947.2"
"R-418-2023","2TA","definitiva","2023","2024.05.27_Sentencia_R-418-2023.pdf","754.1"
"R-424-2023","2TA","definitiva","2023","2024.06.07_Sentencia_R-424-2023.pdf","1376.0"
"R-425-2023","2TA","definitiva","2023","2024.11.06_Sentencia_R-425-2023.pdf","1352.2"
"R-426-2023","2TA","definitiva","2023","Sentencia_R_426-2023.pdf","1820.7"
"R-428-2023","2TA","definitiva","2023","2024.11.07_Sentencia_R-428-2023.pdf","648.1"
"R-431-2023","2TA","definitiva","2023","2025.02.19_Sentencia_R427-2023_R_431-2023.pdf","1112.8"
"R-432-2023","2TA","definitiva","2023","2024.05.31_Sentencia_R-432-2023.pdf","1404.6"
"R-433-2023","2TA","definitiva","2023","2025.03.19_Sentencia_R-433-2023.pdf","2233.3"
"R-434-2023","2TA","definitiva","2023","2025.03.19_Sentencia_R-434-2023.pdf","1505.7"
"R-435-2023","2TA","definitiva","2023","2024.09.16_Sentencia_R-435-2023.pdf","1654.0"
"R-440-2023","2TA","definitiva","2023","2024.07.17_Sentencia_R-440-2023.pdf","805.1"
"R-441-2023","2TA","definitiva","2023","2025.12.22_Sentencia_R-441-2023.pdf","2568.3"
"R-443-2023","2TA","definitiva","2023","2024.07.17_Sentencia_R-443-2023.pdf","580.0"
"R-450-2024","2TA","definitiva","2024","2024.12.23_Sentencia_R-450-2024.pdf","795.8"
"R-451-2024","2TA","definitiva","2024","2024.11.15_Sentencia_R-451-2024.pdf","879.4"
"R-453-2024","2TA","definitiva","2024","2025.08.29_Sentencia_R-453-2024.pdf","1220.0"
"R-454-2024","2TA","definitiva","2024","2024.11.04_Sentencia_R-454-2024.pdf","778.2"
"R-456-2024","2TA","definitiva","2024","2025.03.27_Sentencia_R-456-2024.pdf","1356.0"
"R-458-2024","2TA","definitiva","2024","2025.04.17_Sentencia_R-458-2024.pdf","1570.8"
"R-459-2024","2TA","definitiva","2024","2025.07.03_Sentencia_R-459-2024.pdf","3257.1"
"R-460-2024","2TA","definitiva","2024","2026.01.06_Sentencia_R-460-2024.pdf","827.4"
"R-463-2024","2TA","definitiva","2024","2025.07.07_Sentencia_R-463-2024.pdf","1771.1"
"R-464-2024","2TA","definitiva","2024","2025.05.16_Sentencia_R-464-2024.pdf","1875.0"
"R-465-2024","2TA","definitiva","2024","2025.10.30_Sentencia_R-465-2024.pdf","2321.0"
"R-466-2024","2TA","definitiva","2024","2025.03.13_Sentencia_R-466-2024.pdf","715.3"
"R-470-2024","2TA","definitiva","2024","2025.09.17_Sentencia_R-470-2024.pdf","657.1"
"R-478-2024","2TA","definitiva","2024","2025.12.30_Sentencia_R-478-2024.pdf","1276.7"
"R-479-2024","2TA","definitiva","2024","2025.05.29_Sentencia_R-479-2024.pdf","671.9"
"R-481-2024","2TA","definitiva","2024","2025.12.05_Sentencia_R-481-2024_.pdf","3044.1"
"R-482-2024","2TA","definitiva","2024","2025.10.02_Sentencia_R-482-2024.pdf","1058.3"
"R-483-2024","2TA","definitiva","2024","2025.08.29_Sentencia_R-483-2024.pdf","2076.4"
"R-485-2024","2TA","definitiva","2024","2025.12.16_Sentencia_R-485-2024.pdf","736.0"
"R-489-2024","2TA","definitiva","2024","2025.12.16_Sentencia_R-489-2024.pdf","1099.6"
"R-493-2024","2TA","definitiva","2024","2025.12.16_Sentencia_R-493-2024.pdf","872.0"
"R-494-2025","2TA","definitiva","2025","2025.12.22._Sentencia_R-494-2025.pdf","1621.6"
"R-498-2025","2TA","definitiva","2025","2025.12.16_Sentencia_R-498-2025.pdf","1213.5"
"R-504-2025","2TA","definitiva","2025","2025.09.15_Sentencia_R-504-2025.pdf","1424.0"
"R-506-2025","2TA","definitiva","2025","2025.08.25_Sentencia_R-506-2025.pdf","770.9"
"R-518-2025","2TA","definitiva","2025","2025.12.16_Sentencia_R-518-2025.pdf","1184.8"
"R-520-2025","2TA","definitiva","2025","2025.12.16_Sentencia_R-520-2025.pdf","988.8"
"R-521-2025","2TA","definitiva","2025","2025.12.23_Sentencia_R-521-2025.pdf","396.5"
"R-522-2025","2TA","definitiva","2025","2025.09.30_Sentencia_R-522-2025.pdf","1117.7"
"R-528-2025","2TA","definitiva","2025","2025.12.19_Sentencia_R-528-2025.pdf","694.3"
"R-533-2025","2TA","definitiva","2025","2025.12.16_Sentencia_R-533-2025.pdf","814.3"
"R-2-2014","3TA","definitiva","2014","Sentencia-R-2-2014-edit.pdf","9889.2"
"R-3-2014","3TA","definitiva","2014","Sentencias-definitiva-R-3-2014.pdf","815.4"
"R-5-2014","3TA","definitiva","2014","Sentencia-definitiva-R-5-2014.pdf","729.3"
"R-6-2014","3TA","definitiva","2014","Sentencia R-6-2014.pdf","11025.6"
"R-9-2014","3TA","definitiva","2014","Sentencia-definitiva-R-9-2014.pdf","416.7"
"R-10-2015","3TA","definitiva","2015","Sentencia-definitiva-R-10-2015.pdf","572.4"
"R-11-2015","3TA","definitiva","2015","Sentencia-definitiva-R-11-2015.pdf","1254.1"
"R-13-2015","3TA","definitiva","2015","Sentencia-R-13-2015.pdf","2385.1"
"R-15-2015","3TA","definitiva","2015","Sentencia-R-15-2015.pdf","8994.1"
"R-16-2015","3TA","definitiva","2015","Sentencia-R-16-2015-edit.pdf","3008.2"
"R-17-2015","3TA","definitiva","2015","Sentencia-C.Suprema-R-17-2015.pdf","468.7"
"R-20-2015","3TA","definitiva","2015","Sentencia-R-20-2015.pdf","9025.8"
"R-21-2015","3TA","definitiva","2015","Sentencia-Corte-Suprema-R-21-2015.pdf","460.8"
"R-22-2015","3TA","definitiva","2015","Sentencia-R-22-2015.pdf","6158.6"
"R-23-2015","3TA","definitiva","2015","Sentencia-definitiva-R-23-2015.pdf","3278.1"
"R-23-2016","3TA","casacion","2016","Sentencia-casación-R-23-2016.pdf","369.7"
"R-25-2016","3TA","definitiva","2016","Sentencia definitiva R-25-2016.pdf","19493.3"
"R-28-2016","3TA","definitiva","2016","Sentencia-C.Suprema-R-28-2016.pdf","159.6"
"R-31-2016","3TA","definitiva","2016","Sentencia-R-31-2016.pdf","3443.7"
"R-35-2016","3TA","definitiva","2016","SENTENCIA-R-35-2016.pdf","8816.8"
"R-36-2016","3TA","definitiva","2016","Sentencia-Corte-Suprema-R-36-2016.pdf","245.3"
"R-38-2016","3TA","definitiva","2016","sentencia-R-38-2016.pdf","9124.3"
"R-41-2016","3TA","definitiva","2016","Sentencia-R-41-2016.pdf","7150.6"
"R-44-2016","3TA","definitiva","2016","sentencia_R-44-2016.pdf","10431.4"
"R-45-2016","3TA","definitiva","2016","Sentencia_R-45-2016.pdf","980.4"
"R-46-2017","3TA","definitiva","2017","Sentencia-R-46-2017.pdf","7707.2"
"R-47-2017","3TA","definitiva","2017","Sentencia-R-47-2017.pdf","6627.6"
"R-50-2017","3TA","definitiva","2017","Sentencia_R-50-2017.pdf","7599.3"
"R-53-2017","3TA","definitiva","2017","Sentencia_definitiva-R-53-2017.pdf","6619.8"
"R-54-2017","3TA","definitiva","2017","Sentencia-R-54-2017-1.pdf","3928.0"
"R-60-2017","3TA","casacion","2017","Sentencia-casacion-R-60-2017.pdf","192.3"
"R-63-2018","3TA","definitiva","2018","Sentencia_R_63_2018-1.pdf","5054.1"
"R-64-2018","3TA","casacion","2018","R-64-2018-Sentencia-casacion-C.Suprema.pdf","284.5"
"R-67-2018","3TA","definitiva","2018","R67_2018_Sentencia.pdf","5018.4"
"R-68-2018","3TA","definitiva","2018","R68_2018_Sentencia.pdf","5018.4"
"R-70-2018","3TA","definitiva","2018","R70_2018_Sentencia_definitiva.pdf","6046.6"
"R-74-2018","3TA","definitiva","2018","R74_2018_Sentencia_definitiva-1.pdf","11254.9"
"R-76-2018","3TA","definitiva","2018","Sentencia-R-76-2018.pdf","7337.3"
"R-77-2018","3TA","definitiva","2018","Sentencia-R-77-2018.pdf","62593.8"
"R-78-2018","3TA","definitiva","2018","R78_2018_Sentencia_definitiva.pdf","15266.4"
"R-2-2019","3TA","definitiva","2019","R2_2019_Sentencia_definitiva.pdf","6696.1"
"R-3-2019","3TA","definitiva","2019","Sentencia-definitiva-R-3-2019.pdf","8996.0"
"R-4-2019","3TA","definitiva","2019","Sentencia-definitiva-R-4-2019.pdf","9189.1"
"R-5-2019","3TA","definitiva","2019","Sentencia-R-5-2019.pdf","6817.7"
"R-7-2019","3TA","definitiva","2019","Sentencia-R-7-2019-290120.pdf","14863.6"
"R-8-2019","3TA","definitiva","2019","Sentencia-R-8-2019.pdf","5330.8"
"R-9-2019","3TA","definitiva","2019","Sentencia-R-9-2019.pdf","14586.4"
"R-16-2019","3TA","definitiva","2019","R-16-2019-sentencia-definitiva.pdf","535.4"
"R-18-2019","3TA","definitiva","2019","Sentencia_R-18-2019.pdf","576.9"
"R-19-2019","3TA","definitiva","2019","Sentencia-Definitiva-R-19-2019.pdf","750.7"
"R-20-2019","3TA","definitiva","2019","Sentencia_R-20-2019-VF.pdf","738.1"
"R-21-2019","3TA","definitiva","2019","Sentencia-C.Suprema-91622-2021-R-21-2019-3TA.pdf","405.2"
"R-25-2019","3TA","definitiva","2019","Sentencia-Corte-Suprema-R-25-2019.pdf","229.8"
"R-26-2019","3TA","definitiva","2019","R-26-2019_sentencia.pdf","373.0"
"R-27-2019","3TA","definitiva","2019","Sentencia-R-27-2019.pdf","3986.2"
"R-28-2019","3TA","definitiva","2019","Sentencia_R-28-2019.pdf","458.3"
"R-1-2020","3TA","definitiva","2020","Sentencia-C.Suprema-91629-2021-R-1-2020-3TA-1.pdf","227.8"
"R-2-2020","3TA","definitiva","2020","Sentencia-R-2-2020.pdf","308.6"
"R-3-2020","3TA","definitiva","2020","Sentencia-complementaria-3TA-R-3-2020.pdf","333.0"
"R-5-2020","3TA","definitiva","2020","Sentencia-R-5-2020.pdf","2147.9"
"R-6-2020","3TA","definitiva","2020","Sentencia-C.Suprema-92081-2021-R-6-2020-3TA.pdf","271.1"
"R-8-2020","3TA","definitiva","2020","R-8-2020-sentencia-definitiva-160920.pdf","368.8"
"R-9-2020","3TA","definitiva","2020","Sentencia-R-9-2020.pdf","350.5"
"R-10-2020","3TA","definitiva","2020","Sentencia-CS-ROL_N_9103_2024.-R-10-2020.pdf","18086.1"
"R-11-2020","3TA","definitiva","2020","Sentencia_Definitiva_R-11-2020_.pdf","741.9"
"R-13-2020","3TA","definitiva","2020","R-13-2020_sentencia.pdf","2257.3"
"R-14-2020","3TA","definitiva","2020","R-14-2020-sentencia-final-rev.pdf","1484.4"
"R-15-2020","3TA","definitiva","2020","Sentencia-R-15-2020.pdf","563.8"
"R-19-2020","3TA","definitiva","2020","Sentencia-definitiva-R-19-2020.pdf","582.9"
"R-20-2020","3TA","definitiva","2020","Sentencia-3TA-R-20-2020-08.02.2024.pdf","1787.8"
"R-22-2020","3TA","definitiva","2020","Sentencia_R-22-2020_.pdf","328.3"
"R-23-2020","3TA","definitiva","2020","Sentencia_R-23-2020.pdf","330.9"
"R-24-2020","3TA","definitiva","2020","R-24-2020_sentencia.pdf","309.6"
"R-26-2020","3TA","definitiva","2020","Sentencia-R-26-2020.pdf","9338.1"
"R-27-2020","3TA","definitiva","2020","Sistesis-sentencia-R-27-2020.pdf","99.4"
"R-28-2020","3TA","definitiva","2020","Sentencia-R-28-2020.pdf","436.7"
"R-29-2020","3TA","definitiva","2020","Sentencia-3TA-R-29-2020-R-30-2020.pdf","4327.0"
"R-32-2020","3TA","definitiva","2020","R32-2020_sentencia_definitiva_.pdf","758.0"
"R-33-2020","3TA","definitiva","2020","Sentencia_R-33-2020.pdf","418.6"
"R-34-2020","3TA","definitiva","2020","R-34-2020__sentencia_14.5.2021_final_28129.pdf","321.0"
"R-35-2020","3TA","definitiva","2020","Sentencia-3TA-R-35-2020.pdf","70801.7"
"R-36-2020","3TA","definitiva","2020","Sentencia-Definitiva-R-36-2020.pdf","442.3"
"R-38-2020","3TA","definitiva","2020","Sentencia-3TA-R-38-2020.pdf","15379.6"
"R-39-2020","3TA","definitiva","2020","sentencia_R_39_2020_15.12.2021.pdf","1785.2"
"R-40-2020","3TA","definitiva","2020","R-40-2020_sentencia_definitiva.pdf","11196.5"
"R-41-2020","3TA","definitiva","2020","Sentencia-3TA-R-41-2020.pdf","306.9"
"R-43-2020","3TA","definitiva","2020","R-43-2020_sentencia_19.5.2021.pdf","578.4"
"R-44-2020","3TA","definitiva","2020","sentencia_R_44_2020_.pdf","386.5"
"R-1-2021","3TA","definitiva","2021","Sentencia-3TA-R-1-2021.pdf","1296.9"
"R-2-2021","3TA","definitiva","2021","Sentencia-Definitiva-R-2-2021.pdf","336.6"
"R-3-2021","3TA","definitiva","2021","Sentencia-R-3-2021-3TA.pdf","366.5"
"R-4-2021","3TA","definitiva","2021","sentencia_R_4_2021_73202.pdf","445.2"
"R-5-2021","3TA","definitiva","2021","Sentencia-3TA-R-5-2021.pdf","577.3"
"R-6-2021","3TA","definitiva","2021","Sentencia-definitiva-R-6-2021.pdf","1302.6"
"R-7-2021","3TA","definitiva","2021","sentencia_R_7_2021_1.12.2021.pdf","406.4"
"R-8-2021","3TA","definitiva","2021","Sentencia-CS-suprema-Rol-R-8-20214.pdf","988.2"
"R-9-2021","3TA","definitiva","2021","Sentencia-R-9-2021.pdf","8798.7"
"R-11-2021","3TA","definitiva","2021","Sentencia-R-11-2021-3TA.pdf","1033.7"
"R-14-2021","3TA","definitiva","2021","R-14-2021-sentencia.pdf","343.9"
"R-15-2021","3TA","definitiva","2021","sentencia-R-15-2021.pdf","1053.4"
"R-16-2021","3TA","definitiva","2021","Sentencia-3TA-R-16-2021-R-17-2021.pdf","1696.8"
"R-18-2021","3TA","definitiva","2021","Sentencia-R-18-2021-3TA.pdf","737.8"
"R-19-2021","3TA","definitiva","2021","Sentencia-3TA-R-19-2021-25.10.23-68-P.pdf","675.3"
"R-21-2021","3TA","definitiva","2021","Sentencia-3TA-R-21-2021-14.08.2023-149-p.pdf","1743.6"
"R-22-2021","3TA","definitiva","2021","Sentencia-Definitiva-3TA-R-22-2021.pdf","1008.2"
"R-25-2021","3TA","definitiva","2021","Sentencia-R-25-2021-3tTA.pdf","1003.4"
"R-26-2021","3TA","definitiva","2021","Sentencia-R-26-2021-3TA.pdf","350.8"
"R-27-2021","3TA","definitiva","2021","Sentencia-R-27-2021.pdf","366.8"
"R-28-2021","3TA","definitiva","2021","Sentencia-3TA-R-28-2021-30.10.23-62-P.pdf","2039.1"
"R-29-2021","3TA","definitiva","2021","Sentencia-3TA-R-29-2021-04.08.2023.pdf","4973.9"
"R-33-2021","3TA","definitiva","2021","Sentencia-3TA-R-33-2021-13.02.2024.pdf","329.3"
"R-34-2021","3TA","definitiva","2021","Sentencia-3TA-R-34-2021-06.12.23-72-P.pdf","624.1"
"R-35-2021","3TA","definitiva","2021","Sentencia-3TA-R-35-2021-28.12.23-93-P.pdf","2763.5"
"R-36-2021","3TA","definitiva","2021","Sentencia-3TA-R-36-2021-28.12.23-19-P.pdf","344.8"
"R-37-2021","3TA","definitiva","2021","Sentencia-3TA-R-37-2021.pdf","807.6"
"R-39-2021","3TA","definitiva","2021","Sentencia-definitiva-3TA-R-39-2021-02.05.2023.pdf","450.6"
"R-1-2022","3TA","definitiva","2022","Sentencia-3TA-R-1-2022.pdf","1910.4"
"R-3-2022","3TA","definitiva","2022","Sentencia-3TA-R-3-2022-06.06.2023.pdf","987.7"
"R-4-2022","3TA","definitiva","2022","Sentencia-3TA-R-4-2022.pdf","1717.8"
"R-5-2022","3TA","definitiva","2022","Sentencia-3TA-R-5-2022-07.11.23-49-P.pdf","291.5"
"R-6-2022","3TA","definitiva","2022","Sentencia-3TA-R-6-2022-23.03.2023.pdf","1509.2"
"R-10-2022","3TA","definitiva","2022","Sentencia-R-10-2022.pdf","742.6"
"R-12-2022","3TA","definitiva","2022","Sentencia-3TA-R-12-2022-28.06.2023.pdf","1079.3"
"R-15-2022","3TA","definitiva","2022","Sentencia-3TA-R-15-2022-17.05.2023.pdf","1729.0"
"R-21-2022","3TA","definitiva","2022","sentencia-R-21-2022-3TA.pdf","343.8"
"R-24-2022","3TA","definitiva","2022","Sentencia-3TA-R-24-2022-19.07.2023.pdf","1803.9"
"R-25-2022","3TA","definitiva","2022","Sentencia-3TA-R-25-2022-05.06.2023.pdf","2268.8"
"R-28-2022","3TA","definitiva","2022","Sentencia-3TA-R-28-2022.pdf","1626.4"
"R-30-2022","3TA","definitiva","2022","Sentencia-3TA-R-30-2022-31.01.2024.pdf","1129.2"
"R-31-2022","3TA","definitiva","2022","Sentencia-3TA-R-31-2022-27.07.2023.pdf","2990.5"
"R-39-2022","3TA","definitiva","2022","Sentencia-3TA-R-39-2022-07.08.2023-72-p.pdf","620.8"
"R-40-2022","3TA","definitiva","2022","Sentencia-3TA-R-40-2022-25.04.2023-1.pdf","1952.6"
"R-44-2022","3TA","definitiva","2022","Sentencia-3TA-R-44-2022-27.07.2023.pdf","559.2"
"R-47-2022","3TA","definitiva","2022","Sentencia-3TA-R-47-2022-31.01.2023.pdf","942.3"
"R-48-2022","3TA","definitiva","2022","Sentencia-3TA-R-48-2022-17.10.2023-52P.pdf","354.7"
"R-49-2022","3TA","definitiva","2022","Sentencia-3TA-R-49-2022-16.11.23-60-P.pdf","1196.4"
"R-50-2022","3TA","definitiva","2022","Sentencia-3TA-R-50-2022-03.11.23-56-P.pdf","383.1"
"R-51-2022","3TA","definitiva","2022","Sentencia-3TA-R-51-2022-22.12.23-53-P.pdf","697.3"
"R-54-2022","3TA","definitiva","2022","Sentencia-3TA-R-54-2022.pdf","286.2"
"R-56-2022","3TA","definitiva","2022","Sentencia-R-56-2022.pdf","789.0"
"R-64-2022","3TA","definitiva","2022","Sentencia-3TA-R-64-2022-11.12.23-32-P.pdf","817.9"
"R-67-2022","3TA","definitiva","2022","Sentencia-3TA-R-67-2022-25.04.2023-1.pdf","296.7"
"R-69-2022","3TA","definitiva","2022","Sentencia-3TA-R-69-2022-27.03.2023.pdf","345.2"
"R-71-2022","3TA","definitiva","2022","Sentencia-3TA-R-71-2022-28.12.23-52-P.pdf","404.4"
"R-1-2023","3TA","definitiva","2023","Sentencia_R_1_2023_HU_Ovejeria.pdf","1418.1"
"R-2-2023","3TA","definitiva","2023","Sentencia-3TA-R-2-2023-03.05.2023.pdf","378.1"
"R-3-2023","3TA","definitiva","2023","R3-2023_sentencia_definitiva_.pdf","437.4"
"R-4-2023","3TA","definitiva","2023","Sentencia-3TA-R-4-2023-06.04.2023.pdf","282.8"
"R-5-2023","3TA","definitiva","2023","Sentencia-3TA-R-5-2023-30.11.23-39-P.pdf","452.6"
"R-6-2023","3TA","definitiva","2023","Sentencia-3TA-R-6-2023-11.10.2023-20P.pdf","302.8"
"R-7-2023","3TA","definitiva","2023","Sentencia-3TA-R-7-2023-17.11.23-32-P.pdf","276.1"
"R-9-2023","3TA","definitiva","2023","Sentencia-3TA-R-9-2023-17.10.23-18-P.pdf","337.4"
"R-10-2023","3TA","definitiva","2023","Sentencia-3TA-R-10-2023-27.09.2023-17-P.pdf","302.1"
"R-11-2023","3TA","definitiva","2023","Sentencia-3TA-R-11-2023-21.11.23-33-P.pdf","269.6"
"R-12-2023","3TA","definitiva","2023","Sentencia-3TA-R-12-2023-12.09.2023-15-P.pdf","290.1"
"R-13-2023","3TA","definitiva","2023","Sentencia-3TA-R-13-2023-28.07.2023-9-p.-1-1.pdf","265.8"
"R-14-2023","3TA","definitiva","2023","Sentencia-3TA-R-14-2023-28.07.2023-9-p.pdf","264.3"
"R-15-2023","3TA","definitiva","2023","Sentencia-3TA-R-15-2023-13.07.2023.pdf","289.7"
"R-17-2023","3TA","definitiva","2023","Sentencia_R_17_2023.pdf","802.8"
"R-18-2023","3TA","definitiva","2023","Sentencia-R-18-2023-VF.pdf","2386.4"
"R-19-2023","3TA","definitiva","2023","R192023_sentencia_definitiva_432024.pdf","1371.1"
"R-21-2023","3TA","definitiva","2023","Sentencia-3TA-R-21-2023-23.02.2024.pdf","1253.4"
"R-22-2023","3TA","definitiva","2023","Sentencia-3TA-R-22-2023-05.10.2023-14-P.pdf","303.0"
"R-28-2023","3TA","definitiva","2023","Sentencia-definitiva-R-28-2023.pdf","367.9"
"R-29-2023","3TA","definitiva","2023","R292023_sentencia_definitiva_132025.pdf","2316.0"
"R-31-2023","3TA","definitiva","2023","Sentencia_R_31_2023_R_32_2023_.pdf","1113.5"
"R-33-2023","3TA","definitiva","2023","Sentencia_R_33_2023.pdf","365.3"
"R-35-2023","3TA","definitiva","2023","R_35_2023_sentencia.pdf","384.5"
"R-36-2023","3TA","definitiva","2023","R36-2023_sentencia_definitiva_312024.pdf","384.2"
"R-37-2023","3TA","definitiva","2023","sentencia_R_37_2023.pdf","1146.9"
"R-38-2023","3TA","definitiva","2023","Sentencia-3TA-R_38_2023.pdf","706.4"
"R-246935-2023","3TA","definitiva","2023","SENTENCIA_DE_REMPLAZO_ROL_N_246935_2023.pdf","5965.4"
"R-6-2024","3TA","definitiva","2024","Sentencia_R_6_2024.pdf","297.1"
"R-7-2024","3TA","definitiva","2024","R-7-2024_sentencia_definitiva_212025.pdf","523.0"
"R-8-2024","3TA","definitiva","2024","R82024_sentencia_definitiva_12025.pdf","819.8"
"R-9-2024","3TA","definitiva","2024","R_9_2024_Sentencia.pdf","294.7"
"R-11-2024","3TA","definitiva","2024","sentencia-R-11-2024.pdf","1553.0"
"R-13-2024","3TA","definitiva","2024","R132024_sentencia_definitiva_.pdf","596.1"
"R-14-2024","3TA","definitiva","2024","R14-2024_sentencia.pdf","309.1"
"R-20-2024","3TA","definitiva","2024","R_20_2024_sentencia_.pdf","588.5"
"R-23-2024","3TA","definitiva","2024","Sentencia_R_23_2024.pdf","333.6"
"R-25-2024","3TA","definitiva","2024","sentencia-Rol-R-25-2024.pdf","733.0"
"R-29-2024","3TA","definitiva","2024","R292024_sentencia_definitiva_3172025.pdf","846.7"
"R-32-2024","3TA","definitiva","2024","sentencia_R_32_2024F_firmado.pdf","695.2"
"R-33-2024","3TA","definitiva","2024","Sentencia-R-33-2024.pdf","628.8"
"R-34-2024","3TA","definitiva","2024","R342024_sentencia_definitiva_1472025.pdf","2661.3"
"R-36-2024","3TA","definitiva","2024","Sentencia-R-36-2024.pdf","1001.2"
"R-40-2024","3TA","definitiva","2024","Sentencia_R_40_2024.pdf","253.2"
"R-1-2025","3TA","definitiva","2025","Sentencia-definitiva-R-1-2025.pdf","447.3"
"R-2-2025","3TA","definitiva","2025","R-2-2025_sentencia_definitiva__firmado.pdf","1231.9"
"R-5-2025","3TA","definitiva","2025","Sentencia_R-5-2025.pdf","590.6"
"R-8-2025","3TA","definitiva","2025","sentencia_definitiva-R-8-2025.pdf","723.2"
"R-9-2025","3TA","definitiva","2025","sentencia_R_9_2025.pdf","348.4"
"R-10-2025","3TA","definitiva","2025","Sentencia_R_10_2025_HU_Maip_de_OHigins_1_2__firmado.pdf","522.3"
"R-18-2025","3TA","definitiva","2025","R_18_2025_Proyecto_sentencia_Huilines_3_1_Fclm_firmado.pdf","759.0"
"R-20-2025","3TA","definitiva","2025","R_20_2025_proyecto_sentencia_Huilines_2-Fclm_firmado-1.pdf","839.8"
"R-29-2025","3TA","definitiva","2025","Sentencia-R-29-2025.pdf","614.6"
